-4.6, -1.5, 0.79
-4.6, -1.0, 0.79
-4.0, -1.0, 0.79
-3.0, 0.0, 0.79
-3.0, 0.0, 2.35
-3.0, 0.0, 3.14
-3.0, 1.0, 0.79
-3.0, 1.0, 2.35
-3.0, 1.0, 3.14
-2.0, 1.0, 2.35
-2.0, 1.0, 3.14
-2.0, 2.0, 3.14
-2.0, 2.0, 3.93
-2.0, 3.0, 3.14
-2.0, 3.0, 3.93
-3.0, 3.0, 3.14
-3.0, 3.0, 3.93
-3.0, 3.0, 4.71
-3.0, 4.0, 3.93
-3.0, 4.0, 4.71
